Word           Frequency      Posting List   
m              44             [(1, 233), (1, 252), (1, 276), (1, 12859), (1, 12868), (1, 12879), (1, 13594), (1, 14330), (1, 15214), (1, 16618), (1, 18382), (1, 18547), (2, 4907), (2, 4919), (2, 4932), (2, 4945), (2, 4959), (2, 5053), (2, 5310), (2, 5322), (2, 18365), (2, 18434), (2, 18485), (2, 18530), (2, 18550), (2, 18559), (2, 18583), (2, 18620), (2, 18650), (2, 19688), (2, 22327), (2, 22390), (2, 22439), (2, 22482), (2, 22502), (2, 22511), (2, 22535), (2, 22572), (2, 22602), (2, 23198), (2, 23394), (2, 24930), (2, 25818), (2, 26117)]

ma             1              [(1, 12723)]   

mabberley      1              [(1, 19499)]   

machine        1              [(2, 15660)]   

macmillan      1              [(2, 18149)]   

macrone        1              [(1, 15311)]   

mad            1              [(2, 17522)]   

madagascar     1              [(2, 20308)]   

made           7              [(1, 9981), (2, 1033), (2, 3552), (2, 7098), (2, 13862), (2, 14231), (2, 15871)]

magazine       2              [(1, 15970), (2, 22753)]

magic          1              [(1, 14946)]   

maguylo        1              [(1, 13320)]   

mahoi          1              [(2, 7954)]    

main           14             [(1, 1645), (1, 2369), (1, 4588), (1, 8693), (1, 9022), (1, 10564), (2, 877), (2, 8301), (2, 8908), (2, 9465), (2, 9871), (2, 11499), (2, 14610), (2, 15787)]

mainly         1              [(2, 6401)]    

maint          1              [(1, 12726)]   

maintain       1              [(2, 3377)]    

major          2              [(1, 2643), (2, 11435)]

majority       2              [(2, 8930), (2, 10053)]

make           1              [(2, 2704)]    

makes          2              [(1, 7278), (2, 11928)]

making         2              [(2, 2819), (2, 15256)]

malaysia       1              [(2, 13990)]   

malum          2              [(1, 4280), (1, 4330)]

malus          24             [(1, 168), (1, 181), (1, 201), (1, 299), (1, 313), (1, 373), (1, 1402), (1, 1676), (1, 1689), (1, 1847), (1, 2020), (1, 2049), (1, 10802), (1, 12575), (1, 12843), (1, 13401), (1, 13654), (1, 13727), (1, 13744), (1, 19588), (1, 19628), (1, 19726), (1, 19796), (1, 19846)]

man            3              [(1, 4452), (2, 16068), (2, 16171)]

management     2              [(2, 23516), (2, 23809)]

manifests      1              [(2, 16653)]   

manitoba       1              [(2, 17581)]   

manmadhan      2              [(2, 24367), (2, 24499)]

many           14             [(1, 2171), (1, 3129), (1, 4740), (1, 5616), (1, 5932), (1, 9875), (2, 936), (2, 4489), (2, 6131), (2, 7022), (2, 7143), (2, 7801), (2, 9091), (2, 15593)]

maolipopoulu   1              [(2, 27178)]   

march          5              [(1, 14016), (1, 17400), (2, 25361), (2, 25564), (2, 25715)]

marco          2              [(1, 14114), (2, 25859)]

marcolivier    1              [(2, 21354)]   

maret          1              [(2, 19490)]   

margarida      1              [(2, 25826)]   

mark           1              [(2, 22905)]   

market         2              [(2, 9317), (2, 16024)]

marketing      1              [(1, 17990)]   

markets        2              [(2, 9026), (2, 10717)]

marriage       1              [(1, 4161)]    

marshall       1              [(1, 17423)]   

martin         2              [(1, 17448), (2, 24184)]

martines       1              [(2, 25850)]   

maruya         1              [(2, 13948)]   

mary           1              [(1, 15058)]   

mashed         1              [(2, 14164)]   

massachusetts  1              [(1, 17368)]   

master         1              [(2, 25243)]   

materials      1              [(2, 24953)]   

matsuo         1              [(2, 25226)]   

matt           1              [(2, 20856)]   

maturation     2              [(1, 1075), (1, 7045)]

mature         2              [(1, 7386), (2, 2940)]

matures        1              [(1, 1499)]    

mauricio       1              [(1, 13517)]   

max            1              [(2, 19160)]   

may            29             [(1, 7678), (1, 7719), (1, 8616), (1, 10037), (1, 10409), (1, 10925), (1, 11849), (1, 12990), (1, 13559), (1, 17008), (1, 17762), (1, 17954), (1, 17968), (2, 4144), (2, 7427), (2, 11589), (2, 17453), (2, 17467), (2, 20837), (2, 20939), (2, 21476), (2, 22617), (2, 23759), (2, 24627), (2, 24697), (2, 25461), (2, 25529), (2, 25635), (2, 25656)]

mbida          1              [(2, 19892)]   

mbéguiéambéguié2              [(2, 18622), (2, 22574)]

mcglasson      2              [(2, 21591), (2, 21839)]

mcgowan        1              [(2, 25623)]   

mcintosh       2              [(1, 7911), (1, 8049)]

mckain         2              [(2, 18576), (2, 22528)]

me             2              [(1, 3931), (1, 3971)]

meaning        1              [(2, 3394)]    

meanings       1              [(1, 14202)]   

means          1              [(2, 8051)]    

measurement    1              [(2, 17714)]   

medica         1              [(1, 19029)]   

medical        1              [(2, 23605)]   

medicinal      1              [(1, 17686)]   

medicine       1              [(1, 19277)]   

medieval       1              [(2, 7626)]    

medik          1              [(1, 246)]     

medikus        1              [(1, 268)]     

mediterranean  2              [(1, 11154), (2, 20499)]

meet           1              [(2, 2788)]    

melbourne      1              [(2, 18246)]   

melon          1              [(1, 4218)]    

members        1              [(2, 1211)]    

mengersen      1              [(2, 22984)]   

mentalfloss    1              [(2, 25298)]   

menu           2              [(1, 19903), (2, 27371)]

merriamwebster 1              [(2, 17205)]   

messenger      1              [(1, 2625)]    

metal          1              [(2, 25998)]   

method         1              [(2, 14794)]   

metria         3              [(1, 16105), (1, 16123), (1, 16138)]

metropolitan   1              [(1, 16066)]   

mexico         1              [(1, 12666)]   

michael        4              [(1, 15319), (1, 16276), (1, 19171), (1, 19309)]

michel         3              [(2, 10169), (2, 12181), (2, 18214)]

micromalus     1              [(1, 19732)]   

microsoft      1              [(2, 17552)]   

midget         1              [(1, 19743)]   

mike           2              [(2, 8210), (2, 20598)]

mil            1              [(1, 289)]     

mildew         1              [(1, 8857)]    

milled         1              [(1, 10002)]   

million        2              [(2, 11194), (2, 11329)]

millions       2              [(1, 8997), (2, 11087)]

mills          1              [(2, 25477)]   

minard         1              [(2, 25703)]   

minnesota      1              [(1, 6398)]    

minou          1              [(1, 13116)]   

mister         1              [(2, 16365)]   

ml             1              [(1, 16337)]   

mo             1              [(1, 12710)]   

moderate       1              [(2, 13103)]   

modern         8              [(1, 5049), (1, 5357), (1, 5426), (2, 1575), (2, 5105), (2, 8518), (2, 8600), (2, 9565)]

moench         1              [(1, 346)]     

mohamed        1              [(2, 21176)]   

mol            1              [(1, 13760)]   

molly          1              [(2, 24665)]   

monkeys        2              [(2, 16882), (2, 16952)]

monocotyledonous1              [(2, 18715)]   

month          1              [(2, 7657)]    

months         1              [(1, 8212)]    

montpellier    1              [(2, 22631)]   

moore          2              [(1, 13168), (2, 18972)]

more           17             [(1, 1803), (1, 1842), (1, 4611), (1, 5660), (1, 7263), (1, 8549), (1, 8827), (1, 19949), (2, 941), (2, 4399), (2, 7027), (2, 8710), (2, 10586), (2, 10980), (2, 12225), (2, 16872), (2, 27417)]

morphological  1              [(2, 19289)]   

moser          1              [(2, 21321)]   

most           14             [(1, 3461), (1, 4836), (1, 5675), (1, 6101), (1, 6310), (1, 6366), (1, 8325), (1, 8891), (2, 5598), (2, 6584), (2, 8561), (2, 9917), (2, 11654), (2, 13796)]

mountain       1              [(2, 8088)]    

moura          1              [(1, 18136)]   

mtm            1              [(2, 21184)]   

much           4              [(1, 7258), (2, 14174), (2, 16056), (2, 16133)]

mui            1              [(2, 24080)]   

musa           38             [(2, 415), (2, 430), (2, 450), (2, 467), (2, 501), (2, 516), (2, 931), (2, 1133), (2, 1150), (2, 1168), (2, 4092), (2, 4165), (2, 4186), (2, 4367), (2, 4382), (2, 4646), (2, 4661), (2, 4702), (2, 4778), (2, 4845), (2, 4866), (2, 4888), (2, 4982), (2, 4999), (2, 5036), (2, 5491), (2, 5573), (2, 9654), (2, 9669), (2, 9967), (2, 17977), (2, 18274), (2, 18672), (2, 19371), (2, 21188), (2, 26257), (2, 27049), (2, 27312)]

musaceae       1              [(2, 19362)]   

musacearum     4              [(2, 12801), (2, 23248), (2, 23361), (2, 23563)]

museum         1              [(1, 13042)]   

mushroom       1              [(1, 14778)]   

mushrooms      1              [(1, 14952)]   

music          1              [(2, 25069)]   

muslims        1              [(2, 20465)]   

must           5              [(1, 2980), (1, 5704), (1, 6698), (1, 11928), (2, 10651)]

mwangi         1              [(2, 23387)]   

my             2              [(2, 16199), (2, 16401)]

myself         1              [(2, 16301)]   

mysteries      1              [(1, 14873)]   

mystical       1              [(1, 3145)]    

mythology      4              [(1, 1008), (1, 2738), (1, 3102), (1, 4106)]

myths          2              [(1, 14532), (1, 14593)]

müller         1              [(2, 21334)]   

mālum          1              [(1, 4268)]    

mălum          1              [(1, 4274)]    

n              5              [(1, 13092), (1, 13166), (2, 18487), (2, 19696), (2, 21174)]

na             1              [(2, 14290)]   

name           3              [(1, 4191), (2, 1090), (2, 8010)]

names          5              [(1, 4774), (1, 14190), (2, 4412), (2, 4524), (2, 26838)]

namespaces     2              [(1, 19923), (2, 27391)]

nancy          1              [(1, 16653)]   

national       4              [(1, 4635), (2, 22733), (2, 23682), (2, 25721)]

native         1              [(1, 2850)]    

natural        7              [(1, 10215), (1, 13026), (1, 15651), (1, 17503), (2, 1697), (2, 11481), (2, 17161)]

naturally      1              [(2, 3926)]    

nature         4              [(1, 13875), (2, 18739), (2, 22610), (2, 23101)]

naturecom      1              [(1, 13891)]   

navigation     4              [(1, 19892), (1, 19961), (2, 27360), (2, 27429)]

ncsuedu        1              [(1, 16130)]   

need           1              [(2, 11031)]   

needed         5              [(1, 6516), (1, 8533), (2, 9362), (2, 12283), (2, 12549)]

neer           1              [(2, 19905)]   

negligible     1              [(2, 13048)]   

neither        2              [(1, 11479), (2, 16191)]

nelson         3              [(1, 19149), (2, 26227), (2, 26499)]

network        1              [(2, 26915)]   

networks       1              [(2, 8622)]    

new            22             [(1, 5804), (1, 6106), (1, 12677), (1, 13660), (1, 14367), (1, 16220), (1, 16961), (1, 17810), (1, 17912), (2, 2840), (2, 2972), (2, 8224), (2, 17617), (2, 19768), (2, 19856), (2, 20519), (2, 20615), (2, 20755), (2, 20993), (2, 21024), (2, 21207), (2, 25664)]

news           3              [(1, 15792), (2, 21122), (2, 23613)]

next           2              [(2, 8083), (2, 11800)]

ney            1              [(2, 27234)]   

ng             1              [(2, 14298)]   

nicaraguan     1              [(2, 14310)]   

nicholas       1              [(2, 21389)]   

no             6              [(1, 11780), (1, 12297), (2, 696), (2, 10119), (2, 11617), (2, 25027)]

noel           2              [(2, 18402), (2, 22362)]

nom            3              [(1, 223), (2, 5024), (2, 5085)]

nomenclature   1              [(1, 12788)]   

nonmedicinal   1              [(1, 17700)]   

nonorganic     1              [(1, 8598)]    

nonseasonal    1              [(2, 9806)]    

nor            1              [(1, 11491)]   

normally       1              [(2, 3202)]    

norse          1              [(1, 2732)]    

north          9              [(1, 529), (1, 12600), (1, 12643), (1, 12657), (1, 16357), (1, 19481), (2, 5466), (2, 7598), (2, 8752)]

northern       5              [(1, 2893), (1, 11033), (1, 14541), (1, 14602), (1, 14658)]

norton         1              [(1, 16973)]   

not            18             [(1, 4020), (1, 5961), (1, 6879), (1, 9508), (1, 11387), (1, 12502), (2, 1011), (2, 1029), (2, 2603), (2, 6094), (2, 6790), (2, 7079), (2, 7094), (2, 7183), (2, 8449), (2, 10179), (2, 10243), (2, 13003)]

notably        1              [(2, 15030)]   

notes          3              [(1, 2533), (1, 2673), (1, 15797)]

notion         1              [(1, 4497)]    

november       6              [(1, 16155), (1, 17927), (2, 22698), (2, 23016), (2, 23740), (2, 24932)]

now            2              [(1, 12374), (2, 16039)]

nr             1              [(1, 18191)]   

number         5              [(1, 816), (1, 7340), (1, 8748), (2, 4479), (2, 5229)]

nutrient       1              [(2, 23691)]   

nutrients      1              [(1, 10884)]   

nutrition      5              [(1, 1136), (1, 9115), (1, 17766), (2, 1805), (2, 12823)]

nutritional    2              [(1, 9155), (2, 12845)]

nutritiondatacom1              [(1, 17593)]   

nuts           1              [(1, 11369)]   

nw             2              [(2, 17614), (2, 26732)]

nyu            1              [(2, 20528)]   

nzor           2              [(1, 19823), (1, 19869)]

o              4              [(1, 18152), (2, 18389), (2, 18400), (2, 22360)]

oc             1              [(2, 26808)]   

occasions      1              [(2, 16514)]   

occurs         1              [(2, 2851)]    

october        12             [(1, 13274), (1, 13867), (1, 13951), (1, 14032), (1, 16672), (1, 17023), (1, 19082), (1, 19133), (2, 17343), (2, 17909), (2, 20953), (2, 23634)]

oddly          1              [(1, 5249)]    

of             262            [(1, 497), (1, 650), (1, 823), (1, 847), (1, 890), (1, 1258), (1, 1384), (1, 1570), (1, 1787), (1, 1916), (1, 2076), (1, 2089), (1, 2164), (1, 2517), (1, 2583), (1, 2759), (1, 2820), (1, 2867), (1, 2968), (1, 3007), (1, 3029), (1, 3053), (1, 3077), (1, 3161), (1, 3222), (1, 3266), (1, 3337), (1, 3407), (1, 3815), (1, 4097), (1, 4265), (1, 4361), (1, 4449), (1, 4492), (1, 4570), (1, 4688), (1, 4737), (1, 4841), (1, 5110), (1, 5118), (1, 5290), (1, 6051), (1, 6568), (1, 6943), (1, 7129), (1, 7347), (1, 7414), (1, 7634), (1, 7800), (1, 8305), (1, 8340), (1, 8419), (1, 8588), (1, 8755), (1, 8771), (1, 8820), (1, 9006), (1, 9052), (1, 9090), (1, 10212), (1, 10485), (1, 10651), (1, 10748), (1, 10960), (1, 10974), (1, 11001), (1, 11226), (1, 11311), (1, 11575), (1, 11664), (1, 11683), (1, 11715), (1, 11754), (1, 11811), (1, 11981), (1, 12056), (1, 12462), (1, 12490), (1, 12597), (1, 12640), (1, 12663), (1, 12781), (1, 13450), (1, 13478), (1, 14006), (1, 14181), (1, 14350), (1, 14538), (1, 14599), (1, 14651), (1, 14721), (1, 14787), (1, 14843), (1, 14883), (1, 15105), (1, 15487), (1, 15803), (1, 16059), (1, 16217), (1, 16763), (1, 17105), (1, 17150), (1, 17222), (1, 17303), (1, 17365), (1, 17500), (1, 17575), (1, 17834), (1, 17864), (1, 18254), (1, 18347), (1, 18421), (1, 18451), (1, 18476), (1, 18842), (1, 18881), (1, 18914), (1, 18979), (1, 19197), (1, 19274), (1, 19328), (1, 19355), (1, 19454), (1, 19467), (1, 19533), (1, 19643), (2, 232), (2, 604), (2, 668), (2, 856), (2, 952), (2, 1219), (2, 2244), (2, 2532), (2, 2638), (2, 2774), (2, 2872), (2, 3297), (2, 3321), (2, 3464), (2, 3560), (2, 3793), (2, 3988), (2, 4179), (2, 4210), (2, 4486), (2, 4494), (2, 4575), (2, 4775), (2, 4824), (2, 5128), (2, 5236), (2, 5349), (2, 5408), (2, 5422), (2, 5578), (2, 5914), (2, 5931), (2, 5993), (2, 6256), (2, 6481), (2, 6934), (2, 6997), (2, 7038), (2, 7140), (2, 7154), (2, 7332), (2, 7398), (2, 7663), (2, 7876), (2, 8015), (2, 8165), (2, 8321), (2, 8566), (2, 8597), (2, 8631), (2, 8680), (2, 8794), (2, 8939), (2, 9073), (2, 9210), (2, 9251), (2, 9534), (2, 10062), (2, 11096), (2, 11165), (2, 11244), (2, 11263), (2, 11344), (2, 11366), (2, 11627), (2, 12072), (2, 12103), (2, 12333), (2, 12436), (2, 12493), (2, 12648), (2, 13069), (2, 13120), (2, 13738), (2, 13801), (2, 14564), (2, 14958), (2, 14983), (2, 15115), (2, 15298), (2, 15317), (2, 15433), (2, 15722), (2, 15768), (2, 15839), (2, 16061), (2, 16138), (2, 16524), (2, 16539), (2, 16603), (2, 16823), (2, 16844), (2, 17013), (2, 17158), (2, 17578), (2, 18133), (2, 18243), (2, 18307), (2, 18712), (2, 18804), (2, 19006), (2, 19056), (2, 19338), (2, 19384), (2, 19592), (2, 19720), (2, 19765), (2, 19950), (2, 20029), (2, 20073), (2, 20232), (2, 20346), (2, 20719), (2, 21227), (2, 21706), (2, 21751), (2, 21862), (2, 21981), (2, 22016), (2, 22796), (2, 23222), (2, 23311), (2, 23449), (2, 23527), (2, 23667), (2, 24027), (2, 24140), (2, 24248), (2, 24589), (2, 24759), (2, 24855), (2, 25942), (2, 25995), (2, 26384), (2, 26429), (2, 26939)]

off            1              [(1, 3311)]    

office         2              [(2, 26377), (2, 26983)]

offord         1              [(2, 23161)]   

offshoots      2              [(2, 3187), (2, 3328)]

often          6              [(1, 3134), (1, 5243), (1, 6501), (1, 9764), (1, 11018), (2, 14680)]

oh             1              [(2, 16362)]   

oil            2              [(1, 18888), (2, 13290)]

old            4              [(1, 2176), (1, 3013), (1, 5225), (1, 6654)]

oldfashioned   1              [(1, 12074)]   

oliveira       2              [(1, 18160), (1, 18182)]

olivier        1              [(2, 19098)]   

on             26             [(1, 4703), (1, 5613), (1, 6766), (1, 7157), (1, 7320), (1, 7595), (1, 12170), (1, 13388), (1, 16818), (2, 492), (2, 4345), (2, 5222), (2, 5502), (2, 8109), (2, 9017), (2, 10882), (2, 12173), (2, 14883), (2, 14919), (2, 16100), (2, 16175), (2, 17701), (2, 19017), (2, 21996), (2, 24662), (2, 26555)]

once           2              [(1, 2280), (2, 7993)]

one            9              [(1, 3157), (1, 3476), (1, 6769), (1, 10992), (1, 14417), (2, 3317), (2, 5910), (2, 7136), (2, 8112)]

ones           2              [(1, 3738), (1, 3799)]

online         4              [(2, 17142), (2, 17220), (2, 17917), (2, 24636)]

only           3              [(2, 3312), (2, 4340), (2, 8192)]

onwards        1              [(2, 4600)]    

open           1              [(1, 7682)]    

opened         1              [(2, 2097)]    

oquinones      1              [(1, 10676)]   

or             29             [(1, 1522), (1, 3154), (1, 4953), (1, 6178), (1, 6845), (1, 6863), (1, 6892), (1, 9730), (1, 9834), (1, 10009), (1, 19640), (2, 2498), (2, 3017), (2, 3660), (2, 3769), (2, 4065), (2, 4132), (2, 6316), (2, 6341), (2, 9005), (2, 9450), (2, 10937), (2, 13552), (2, 14145), (2, 14161), (2, 14460), (2, 14481), (2, 14743), (2, 14908)]

orange         1              [(2, 7879)]    

orchard        2              [(1, 19750), (2, 18986)]

orchards       1              [(1, 7669)]    

order          2              [(1, 149), (2, 3368)]

ordered        1              [(2, 10512)]   

oregonpacific  1              [(1, 19700)]   

org            1              [(2, 21552)]   

organic        5              [(1, 1177), (1, 10248), (1, 10295), (1, 10333), (1, 17473)]

organization   3              [(1, 12947), (2, 22134), (2, 22232)]

origin         3              [(1, 4730), (2, 4004), (2, 19999)]

original       4              [(1, 1662), (1, 12124), (2, 7266), (2, 9695)]

originally     1              [(2, 4291)]    

originate      1              [(1, 6126)]    

originated     2              [(1, 401), (2, 8537)]

origins        3              [(1, 14215), (2, 19712), (2, 24751)]

oshima         1              [(1, 18194)]   

other          23             [(1, 1211), (1, 3084), (1, 5022), (1, 9223), (1, 9618), (1, 10504), (1, 10808), (1, 11130), (1, 11352), (1, 20005), (2, 174), (2, 1958), (2, 2214), (2, 3427), (2, 5786), (2, 6920), (2, 9096), (2, 12907), (2, 13319), (2, 17045), (2, 27080), (2, 27160), (2, 27473)]

others         2              [(1, 8591), (2, 27219)]

ottoman        1              [(2, 20476)]   

ouellette      1              [(1, 16183)]   

out            1              [(1, 2790)]    

outermost      1              [(2, 15416)]   

outran         1              [(1, 4174)]    

outright       1              [(2, 11630)]   

ovary          2              [(2, 2251), (2, 3471)]

over           2              [(2, 10671), (2, 18865)]

overlap        1              [(1, 7037)]    

overripe       1              [(1, 11527)]   

overview       1              [(2, 26532)]   

oxford         4              [(1, 12690), (2, 18058), (2, 18065), (2, 25078)]

oxidase        2              [(1, 10548), (1, 10620)]

p              7              [(1, 19384), (2, 4961), (2, 17125), (2, 17483), (2, 17770), (2, 18416), (2, 23419)]

pacific        8              [(1, 5523), (2, 6488), (2, 7004), (2, 17274), (2, 26283), (2, 26558), (2, 26619), (2, 26975)]

packages       1              [(2, 14824)]   

packed         1              [(2, 2689)]    

packing        1              [(2, 10862)]   

padilha        1              [(2, 25804)]   

pagan          1              [(1, 14853)]   

paganism       2              [(1, 993), (1, 2391)]

page           3              [(1, 14557), (1, 14618), (1, 14675)]

pages          1              [(1, 18641)]   

pain           1              [(2, 19164)]   

palm           1              [(2, 17746)]   

panama         4              [(2, 1715), (2, 10225), (2, 12035), (2, 12336)]

pankhurst      1              [(2, 18007)]   

panten         1              [(2, 23886)]   

paper          4              [(2, 1881), (2, 15781), (2, 15849), (2, 15862)]

papers         1              [(2, 4578)]    

par            2              [(2, 26363), (2, 26699)]

paradise       1              [(1, 14059)]   

paradisiaca    9              [(1, 254), (1, 319), (2, 455), (2, 4387), (2, 4666), (2, 4893), (2, 4947), (2, 5065), (2, 18279)]

paradisica     1              [(2, 4934)]    

parameter      1              [(1, 12745)]   

parental       1              [(1, 5819)]    

parents        2              [(1, 5784), (1, 5896)]

park           1              [(1, 14996)]   

parker         1              [(1, 16340)]   

part           8              [(1, 3217), (1, 8414), (1, 12485), (2, 4174), (2, 13733), (2, 14559), (2, 16568), (2, 24266)]

partially      1              [(2, 2087)]    

particular     1              [(1, 11427)]   

particularly   3              [(1, 2243), (2, 837), (2, 6947)]

parts          4              [(1, 9149), (2, 2227), (2, 3440), (2, 15895)]

party          1              [(1, 3497)]    

pascua         1              [(2, 26801)]   

passed         1              [(2, 4033)]    

pathology      1              [(2, 23265)]   

paul           2              [(1, 15403), (2, 22870)]

pay            1              [(1, 12310)]   

pazhampori     2              [(2, 13887), (2, 13955)]

pdf            33             [(1, 13223), (1, 13247), (1, 15788), (1, 15889), (1, 16202), (1, 16234), (1, 16313), (1, 16333), (1, 18040), (1, 18087), (2, 17384), (2, 17388), (2, 19435), (2, 19448), (2, 19938), (2, 19976), (2, 20061), (2, 20151), (2, 20220), (2, 20272), (2, 21203), (2, 21261), (2, 21418), (2, 21462), (2, 22807), (2, 22825), (2, 25679), (2, 25683), (2, 26311), (2, 26432), (2, 26647), (2, 26875), (2, 27004)]

peaches        1              [(1, 11249)]   

peak           1              [(1, 6946)]    

pearleaf       1              [(1, 19667)]   

peasant        3              [(2, 1515), (2, 8860), (2, 9265)]

pedro          2              [(2, 21488), (2, 25812)]

peed           2              [(2, 8215), (2, 20593)]

peel           3              [(2, 13021), (2, 16152), (2, 25899)]

peeled         1              [(2, 202)]     

peelin         2              [(2, 16093), (2, 16223)]

peeling        1              [(2, 22720)]   

pelipita       1              [(2, 27266)]   

pengat         1              [(2, 14400)]   

people         2              [(1, 11095), (2, 16837)]

per            6              [(1, 6551), (1, 7364), (1, 7643), (1, 9173), (2, 12590), (2, 12863)]

perazaecheverria1              [(2, 22910)]   

percentages    2              [(1, 9257), (2, 12941)]

pereira        1              [(2, 24434)]   

perennial      1              [(1, 5680)]    

performed      1              [(2, 15608)]   

perhaps        2              [(1, 2121), (1, 5904)]

period         1              [(1, 6980)]    

periodically   1              [(2, 15187)]   

permanent      2              [(2, 26331), (2, 26667)]

permanganate   1              [(2, 21625)]   

personal       2              [(1, 19908), (2, 27376)]

peru           1              [(2, 25543)]   

pest           2              [(1, 773), (1, 17511)]

pests          7              [(1, 1106), (1, 5937), (1, 8636), (1, 8774), (1, 10398), (2, 1678), (2, 11462)]

petals         2              [(2, 2203), (2, 3416)]

peter          2              [(2, 20201), (2, 22978)]

petiole        1              [(2, 2645)]    

phase          1              [(2, 25925)]   

phases         1              [(1, 17215)]   

phebe          1              [(2, 21142)]   

phenolic       3              [(1, 10223), (1, 10510), (1, 10654)]

philippines    1              [(2, 26889)]   

phloridzin     1              [(1, 18675)]   

phorasotobycom 1              [(2, 20648)]   

phrase         3              [(1, 2806), (1, 12133), (1, 12264)]

phrasing       1              [(1, 12365)]   

physical       1              [(1, 10373)]   

physician      1              [(2, 4107)]    

physiological  1              [(1, 18716)]   

phytochemicals 3              [(1, 1196), (1, 10445), (1, 10900)]

phytochemistry 1              [(1, 18750)]   

phytopathology 1              [(2, 23372)]   

pick           2              [(1, 3288), (1, 7734)]

picked         1              [(2, 10281)]   

pickenhagen    1              [(2, 23902)]   

pickin         1              [(2, 16294)]   

picq           1              [(2, 17351)]   

pierre         1              [(2, 19496)]   

pierreéric     1              [(1, 13303)]   

pies           1              [(1, 9590)]    

pigment        2              [(1, 10698), (1, 10751)]

pisang         3              [(2, 6431), (2, 14407), (2, 16715)]

placed         2              [(2, 4302), (2, 5199)]

plant          16             [(1, 8808), (1, 14184), (2, 2404), (2, 2421), (2, 2758), (2, 2931), (2, 3252), (2, 7960), (2, 8123), (2, 9554), (2, 12079), (2, 15122), (2, 15181), (2, 17494), (2, 18319), (2, 23259)]

planta         1              [(1, 19022)]   

plantain       4              [(2, 18807), (2, 19031), (2, 26520), (2, 26953)]

plantains      18             [(2, 737), (2, 1398), (2, 5437), (2, 5762), (2, 5894), (2, 5954), (2, 6079), (2, 6574), (2, 6890), (2, 7122), (2, 11122), (2, 11180), (2, 11278), (2, 11369), (2, 11412), (2, 14097), (2, 18902), (2, 27209)]

plantarium     1              [(1, 19828)]   

plantation     3              [(2, 1449), (2, 3279), (2, 8235)]

plantations    3              [(2, 7758), (2, 8381), (2, 8525)]

planted        1              [(1, 7356)]    

planting       1              [(2, 23459)]   

plants         14             [(1, 2186), (1, 12824), (1, 14729), (1, 15610), (1, 17713), (1, 18743), (1, 19224), (2, 110), (2, 1103), (2, 12378), (2, 14997), (2, 16641), (2, 18020), (2, 18732)]

plantseye      1              [(1, 19340)]   

plastic        1              [(2, 11552)]   

plates         1              [(2, 14749)]   

plato          2              [(1, 3862), (1, 15230)]

plays          1              [(2, 16550)]   

please         1              [(2, 16381)]   

ploetz         3              [(2, 5741), (2, 26237), (2, 26468)]

plos           1              [(1, 13536)]   

poem           1              [(1, 2834)]    

poet           1              [(2, 25256)]   

point          1              [(1, 19487)]   

pointed        1              [(2, 5705)]    

points         1              [(1, 2783)]    

poison         1              [(1, 11883)]   

poisonous      1              [(1, 19200)]   

pokok          1              [(2, 16709)]   

political      1              [(2, 8813)]    

pollan         1              [(1, 19302)]   

pollenizers    1              [(1, 6992)]    

pollinated     1              [(1, 6789)]    

pollination    3              [(1, 1063), (1, 6611), (1, 6727)]

polomski       1              [(1, 16535)]   

polyethylene   3              [(2, 21666), (2, 21903), (2, 22035)]

polyphenol     2              [(1, 10537), (1, 10609)]

polyphenolic   1              [(1, 18454)]   

pome           1              [(2, 27191)]   

poor           1              [(1, 7478)]    

poovan         1              [(2, 27238)]   

popular        10             [(1, 1164), (1, 4979), (1, 9740), (2, 1920), (2, 11709), (2, 13971), (2, 16452), (2, 16931), (2, 25061), (2, 25114)]

popularity     1              [(1, 6054)]    

populations    2              [(1, 1775), (2, 9198)]

porch          1              [(2, 19690)]   

porcher        1              [(2, 18206)]   

portuguese     2              [(2, 4068), (2, 8345)]

possible       1              [(2, 6826)]    

possibly       3              [(1, 4196), (2, 4011), (2, 7290)]

post           1              [(2, 25513)]   

postharvesttfrecwsuedu1              [(1, 13251)]   

potassium      2              [(2, 13123), (2, 21615)]

potential      1              [(1, 18969)]   

poulain        2              [(2, 18467), (2, 22421)]

practical      2              [(1, 17108), (1, 17190)]

practices      1              [(2, 23468)]   

pradesh        1              [(2, 14268)]   

prairie        1              [(1, 19718)]   

pray           1              [(1, 4006)]    

preconcentration1              [(2, 25978)]   

predecessor    1              [(2, 11815)]   

predominates   1              [(1, 1930)]    

